,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
371,ثشرق,سرمايه گذاري مسكن شمال شرق,801,10692818,54512815810,5300,5450,5040,-260,-4.91,5100,-200,-3.77,5040,5450,1399-11-20
372,آساس,صندوق س.آسمان آرماني سهام-س,799,545355,89474491441,166308,169499,163432,-2876,-1.73,164067,-2241,-1.35,160000,169499,1399-11-20
373,كشرق,صنعتي و معدني شمال شرق شاهرود,791,532461,51570274933,96310,99800,93000,-3310,-3.44,96853,543,0.56,93000,99800,1399-11-20
374,سخوز,سيمان خوزستان,787,4072968,90248888940,23130,23480,22400,-730,-3.16,22160,-970,-4.19,21980,23480,1399-11-20
375,آريان,سرمايه گذاري پارس آريان,783,17120737,203940512889,12220,11930,11854,-366,-3.0,11912,-308,-2.52,11854,12220,1399-11-20
376,تنوين,تامين سرمايه نوين,782,11385078,71418697180,6380,6480,6300,-80,-1.25,6270,-110,-1.72,6200,6590,1399-11-20
377,وگستر,گسترش سرمايه گذاري ايرانيان,779,2163387,42794932639,20063,19440,19930,-133,-0.66,19821,-242,-1.21,19060,20690,1399-11-20
378,وآرين,شركت توسعه اقتصادي آرين,773,6639391,28051210765,4330,4290,4201,-129,-2.98,4225,-105,-2.42,4201,4400,1399-11-20
379,سمتاز,سيمان ممتازان كرمان,773,1975843,38399698944,19206,19600,19780,574,2.99,19435,229,1.19,18800,19782,1399-11-20
380,اعتلا,شركت سرمايه گذاري اعتلاء البرز,772,4883656,34511422598,7373,7410,7040,-333,-4.52,7144,-229,-3.11,7005,7410,1399-11-20
381,دكوثر,داروسازي‌ كوثر,765,1633196,30948189420,19340,20290,18710,-630,-3.26,19090,-250,-1.29,18400,20290,1399-11-20
382,پرديس,سرمايه گذاري پرديس,763,5877458,38307154950,6460,6590,6530,70,1.08,6500,40,0.62,6360,6690,1399-11-20
383,كوثر,بيمه كوثر,760,5864812,89909242380,16056,15900,15254,-802,-5.0,15330,-726,-4.52,15254,15900,1399-11-20
384,وبهمن,سرمايه‌گذاري‌بهمن‌,757,2053905,32639689970,16330,17060,15600,-730,-4.47,16030,-300,-1.84,15520,17070,1399-11-20
385,وارس,سرمايه گذاري ارس صبا,756,3378429,56086901157,17085,16711,16573,-512,-3.0,16601,-484,-2.83,16573,17200,1399-11-20
386,فسپا,گروه‌صنعتي‌سپاهان‌,746,1473122,57749716470,39590,40780,39680,90,0.23,39200,-390,-0.99,38060,40880,1399-11-20
387,غبشهر,صنعتي‌ بهشهر,743,2208536,43971433490,20710,21060,20040,-670,-3.24,19970,-740,-3.57,19680,21060,1399-11-20
388,كگهر,سنگ آهن گهرزمين,730,640994,29708409962,46966,49250,45900,-1066,-2.27,46811,-155,-0.33,45000,49250,1399-11-20
389,كصدف,كاشي صدف سرام استقلال آباده,729,4267580,113283967642,27097,26285,26285,-812,-3.0,26545,-552,-2.04,26285,27909,1399-11-20
390,حسينا,توسعه خدمات دريايي وبندري سينا,728,879008,63848727650,71793,73690,71150,-643,-0.9,72637,844,1.18,71003,74421,1399-11-20
391,بساما,بيمه سامان,727,2579325,55692791250,21467,22540,22400,933,4.35,21592,125,0.58,20980,22540,1399-11-20
392,ثرود,سرمايه‌گذاري مسكن زاينده رود,726,4847719,79840096650,15686,16470,16470,784,5.0,16470,784,5.0,16310,16470,1399-11-20
393,كگاز,شيشه‌ و گاز,725,2004933,34960879090,17640,17950,17400,-240,-1.36,17490,-150,-0.85,17000,17950,1399-11-20
